name,country,color,sugar,volume,manufacturer,region,grape,year,price
Tenuta Regaleali Nozze d'Oro,Италия,белое,сухое,0.75 л.,Tasca d'Almerita,Сицилия,инзолия (ансоника) 67%&совиньон блан 33%,2020 г.,4 990

Tenuta Regaleali Nozze d'Oro ,Италия,белое,сухое,0.75 л.,Tasca d'Almerita,Сицилия,инзолия (ансоника) 61%&совиньон блан 39%,2019 г.,4 990

Tenuta Regaleali Nozze d'Oro ,Италия,белое,сухое,0.75 л.,Tasca d'Almerita,Сицилия,инзолия (ансоника) 66%&совиньон блан 34%,2018 г.,4 990

Рислинг Красная Горка,Россия,белое,сухое,1.5 л.,Галицкий и Галицкий,Кубань,рислинг 100%,2020 г.,8 490

Barolo,Италия,красное,сухое,0.75 л.,Giacomo Fenocchio,Пьемонт,неббиоло 100%,2018 г.,10 490

Barolo,Италия,красное,сухое,0.75 л.,Giacomo Fenocchio,Пьемонт,неббиоло 100%,2020 г.,10 490

Sauvignon Volpe Pasini,Италия,белое,сухое,0.75 л.,Volpe Pasini,Фриули-Венеция-Джулия,совиньон блан 100%,2019 г.,4 490

Sauvignon Volpe Pasini,Италия,белое,сухое,0.75 л.,Volpe Pasini,Фриули-Венеция-Джулия,совиньон блан 100%,2018 г.,4 490

Sauvignon Volpe Pasini,Италия,белое,сухое,0.75 л.,Volpe Pasini,Фриули-Венеция-Джулия,совиньон блан 100%,2021 г.,4 490

Sauvignon Volpe Pasini,Италия,белое,сухое,0.75 л.,Volpe Pasini,Фриули-Венеция-Джулия,совиньон блан 100%,2020 г.,4 490

Montrachet Grand Cru Marquis de Laguiche,Франция,белое,сухое,0.75 л.,Joseph Drouhin,Бургундия,шардоне 100%,2017 г.,199 990

Montrachet Grand Cru Marquis de Laguiche,Франция,белое,сухое,0.75 л.,Joseph Drouhin,Бургундия,шардоне 100%,2018 г.,199 990

Condrieu,Франция,белое,сухое,0.75 л.,Guigal,Долина Роны,вионье 100%,2019 г.,13 490

Condrieu,Франция,белое,сухое,0.75 л.,Guigal,Долина Роны,вионье 100%,2017 г.,13 490

Condrieu,Франция,белое,сухое,0.75 л.,Guigal,Долина Роны,вионье 100%,2018 г.,13 490

Flor de Pingus,Испания,красное,сухое,0.75 л.,Dominio de Pingus,Кастилия и Леон,тинто фино 100%,2019 г.,22 490

Flor de Pingus,Испания,красное,сухое,0.75 л.,Dominio de Pingus,Кастилия и Леон,тинто фино 100%,2018 г.,22 490

Dolcetto d`Alba,Италия,красное,сухое,0.75 л.,Giacomo Fenocchio,Пьемонт,дольчетто 100%,2021 г.,3 490

Dolce&Gabbana Isolano в подарочной упаковке,Италия,белое,сухое,0.75 л.,Donnafugata,Сицилия,карриканте 100%,2020 г.,8 490

Remole Rosato,Италия,розовое,сухое,0.75 л.,Frescobaldi,Тоскана,санджовезе 100%,2020 г.,1 840

Remole Rosato,Италия,розовое,сухое,0.75 л.,Frescobaldi,Тоскана,санджовезе 100%,2023 г.,1 840

Remole Rosato,Италия,розовое,сухое,0.75 л.,Frescobaldi,Тоскана,санджовезе 100%,2019 г.,1 840

Remole Rosato,Италия,розовое,сухое,0.75 л.,Frescobaldi,Тоскана,санджовезе 100%,2021 г.,1 840

Tracer Pinot Noir,Германия,красное,полусухое,0.75 л.,Weinkellerei Hechtsheim,Пфальц,пино нуар 100%,2021 г.,1 440

Chateau Beaumont,Франция,красное,сухое,0.75 л.,Chateau Beaumont,Бордо,каберне совиньон 55%&мерло 43%&пти вердо 2%,2013 г.,2 840

Chateau Beaumont,Франция,красное,сухое,0.75 л.,Chateau Beaumont,Бордо,каберне совиньон 50%&мерло 47%&пти вердо 3%,2016 г.,4 690

Chateau Beaumont,Франция,красное,сухое,0.75 л.,Chateau Beaumont,Бордо,каберне совиньон 50%&мерло 47%&пти вердо 3%,2015 г.,4 690

Chenas Quartz,Франция,красное,сухое,0.75 л.,Domaines Dominique Piron,Бургундия,гаме 100%,2018 г.,5 290

Chenas Quartz,Франция,красное,сухое,0.75 л.,Domaines Dominique Piron,Бургундия,гаме 100%,2017 г.,5 290

Chianti Classico Ama,Италия,красное,сухое,0.75 л.,Castello di Ama,Тоскана,санджовезе&мерло,2021 г.,7 690

Chianti Classico Ama,Италия,красное,сухое,0.75 л.,Castello di Ama,Тоскана,санджовезе&мерло,2019 г.,7 690

Chianti Classico Ama,Италия,красное,сухое,0.75 л.,Castello di Ama,Тоскана,санджовезе&мерло,2018 г.,7 690

Chianti Classico Ama,Италия,красное,сухое,0.75 л.,Castello di Ama,Тоскана,санджовезе&мерло,2020 г.,7 690

Chevalier d'Anthelme Rouge,Франция,красное,сухое,0.75 л.,Cellier des Chartreux,Долина Роны,гренаш&сира&кариньян&мурведр,2020 г.,1 990

Chevalier d'Anthelme Rouge,Франция,красное,сухое,0.75 л.,Cellier des Chartreux,Долина Роны,гренаш&сира&кариньян&мурведр,2021 г.,1 990

Chevalier d'Anthelme Rouge,Франция,красное,сухое,0.75 л.,Cellier des Chartreux,Долина Роны,гренаш&сира&кариньян&мурведр,2019 г.,1 990

Sancerre Le MD de Bourgeois,Франция,белое,сухое,0.75 л.,Henri Bourgeois,Долина Луары,совиньон блан 100%,2018 г.,7 790

Sancerre Le MD de Bourgeois,Франция,белое,сухое,0.75 л.,Henri Bourgeois,Долина Луары,совиньон блан 100%,2020 г.,7 790

Cote de Beaune,Франция,красное,сухое,0.75 л.,Joseph Drouhin,Бургундия,пино нуар 100%,2017 г.,14 990

Cote de Beaune,Франция,красное,сухое,0.75 л.,Joseph Drouhin,Бургундия,пино нуар 100%,2018 г.,14 990

Muscadet Sevre et Maine La Grande Reserve du Moulin,Франция,белое,сухое,0.75 л.,Gadais Pere et Fils,Долина Луары,мюскаде (мелон де бургонь) 100%,2020 г.,3 190

Muscadet Sevre et Maine La Grande Reserve du Moulin,Франция,белое,сухое,0.75 л.,Gadais Pere et Fils,Долина Луары,мюскаде (мелон де бургонь) 100%,2021 г.,3 190

Muscadet Sevre et Maine La Grande Reserve du Moulin,Франция,белое,сухое,0.75 л.,Gadais Pere et Fils,Долина Луары,мюскаде (мелон де бургонь) 100%,2019 г.,3 190

Escherndorfer Silvaner,Германия,белое,полусухое,0.75 л.,Horst Sauer,Франкония,сильванер 100%,2020 г.,3 990

Escherndorfer Silvaner,Германия,белое,полусухое,0.75 л.,Horst Sauer,Франкония,сильванер 100%,2021 г.,3 990

Hermitage Rouge,Франция,красное,сухое,0.75 л.,Guigal,Долина Роны,сира 100%,2019 г.,19 990

Hermitage Rouge,Франция,красное,сухое,0.75 л.,Guigal,Долина Роны,сира 100%,2017 г.,19 990

Hermitage Rouge,Франция,красное,сухое,0.75 л.,Guigal,Долина Роны,сира 100%,2018 г.,19 990

Hermitage Blanc,Франция,белое,сухое,0.75 л.,Guigal,Долина Роны,марсан 95%&руссан 5%,2018 г.,14 990

Hermitage Blanc,Франция,белое,сухое,0.75 л.,Guigal,Долина Роны,марсан 95%&руссан 5%,2018 г.,14 990

Gran Feudo Chardonnay,Испания,белое,сухое,0.75 л.,Bodegas Chivite,Наварра,шардоне 100%,2020 г.,1 990

Gran Feudo Chardonnay,Испания,белое,сухое,0.75 л.,Bodegas Chivite,Наварра,шардоне 100%,2021 г.,1 990

Gran Feudo Chardonnay,Испания,белое,сухое,0.75 л.,Bodegas Chivite,Наварра,шардоне 100%,2019 г.,1 990

Beaune du Chateau Premier Cru Blanc,Франция,белое,сухое,0.75 л.,Bouchard Pere & Fils,Бургундия,шардоне 100%,2016 г.,12 490

Beaune du Chateau Premier Cru Blanc,Франция,белое,сухое,0.75 л.,Bouchard Pere & Fils,Бургундия,шардоне 100%,2017 г.,12 490

Beaune du Chateau Premier Cru Blanc,Франция,белое,сухое,0.75 л.,Bouchard Pere & Fils,Бургундия,шардоне 100%,2018 г.,12 490

Goats do Roam Red,Южная Африка,красное,сухое,0.75 л.,Fairview,Вестерн Кейп,шираз&гренаш&мурведр&пти сира&темпранильо&сенсо,2022 г.,1 990

Rose d'Anjou ,Франция,розовое,полусухое,0.75 л.,Marcel Martin,Долина Луары,каберне фран&гролло&гаме,2021 г.,1 890

Sassicaia,Италия,красное,сухое,1.5 л.,Tenuta San Guido,Тоскана,каберне совиньон 85%&каберне фран 15%,2018 г.,324 990

Sassicaia,Италия,красное,сухое,1.5 л.,Tenuta San Guido,Тоскана,каберне совиньон 85%&каберне фран 15%,2005 г.,349 990

Sassicaia,Италия,красное,сухое,1.5 л.,Tenuta San Guido,Тоскана,каберне совиньон 85%&каберне фран 15%,2004 г.,349 990

Sassicaia,Италия,красное,сухое,1.5 л.,Tenuta San Guido,Тоскана,каберне совиньон 85%&каберне фран 15%,2017 г.,274 990

Escherndorfer Lump Silvaner S.,Германия,белое,сухое,0.75 л.,Horst Sauer,Франкония,сильванер 100%,2019 г.,5 490

Escherndorfer Lump Silvaner S.,Германия,белое,сухое,0.75 л.,Horst Sauer,Франкония,сильванер 100%,2020 г.,5 490

Escherndorfer Lump Silvaner S.,Германия,белое,сухое,0.75 л.,Horst Sauer,Франкония,сильванер 100%,2021 г.,5 490

Chassagne-Montrachet,Франция,белое,сухое,0.75 л.,Olivier Leflaive Freres,Бургундия,шардоне 100%,2020 г.,29 990

Noseworthy Shiraz,Австралия,красное,полусухое,0.75 л.,Austwine Exports,Юго-Восточная Австралия,шираз,2020 г.,1 290

Fiano Feudo Monaci,Италия,белое,сухое,0.75 л.,Castello Monaci,Апулия,фиано 100%,2022 г.,1 690

Fiano Feudo Monaci,Италия,белое,сухое,0.75 л.,Castello Monaci,Апулия,фиано 100%,2020 г.,1 690

Fiano Feudo Monaci,Италия,белое,сухое,0.75 л.,Castello Monaci,Апулия,фиано 100%,2021 г.,1 690

Gavi dei Gavi (Etichetta Nera) в подарочной упаковке,Италия,белое,сухое,1.5 л.,La Scolca,Пьемонт,кортезе 100%,2021 г.,19 990

Santa Maria,Италия,красное,сухое,0.75 л.,Frescobaldi,Тоскана,санджовезе&каберне совиньон,2020 г.,3 390

Los Alamos Vineyard Pinot Noir,Соединенные Штаты Америки,красное,сухое,0.75 л.,Chanin Wine,Калифорния,пино нуар 100%,2019 г.,14 490

Les Allees de Cantemerle,Франция,красное,сухое,0.75 л.,Chateau Cantemerle,Бордо,каберне совиньон 82%&каберне фран 10%&мерло 8%,2012 г.,4 390

Gavi dei Gavi (Etichetta Nera) в подарочной упаковке,Италия,белое,сухое,0.75 л.,La Scolca,Пьемонт,кортезе 100%,2021 г.,6 990

Gran Reserva Chardonnay,Чили,белое,сухое,0.75 л.,Santa Carolina,Центральная Долина,шардоне 100%,2018 г.,1 990

Dos Caprichos Crianza,Испания,красное,сухое,0.75 л.,Bodegas Faustino,Риоха,темпранильо 100%,2018 г.,1 590

Nipozzano Chianti Rufina Riserva в подарочной упаковке,Италия,красное,сухое,0.75 л.,Frescobaldi,Тоскана,санджовезе&мальвазия нера&колорино&мерло&каберне совиньон,2018 г.,4 790

Brunello di Montalcino Castelgiocondo Riserva,Италия,красное,сухое,0.75 л.,Frescobaldi,Тоскана,санджовезе 100%,2015 г.,24 990

Brunello di Montalcino Castelgiocondo Riserva,Италия,красное,сухое,0.75 л.,Frescobaldi,Тоскана,санджовезе 100%,2017 г.,24 990

Petit Chablis,Франция,белое,сухое,0.75 л.,Domaine des Chenevieres,Бургундия,шардоне 100%,2020 г.,4 690

Petit Chablis,Франция,белое,сухое,0.75 л.,Domaine des Chenevieres,Бургундия,шардоне 100%,2021 г.,4 690

Chateau de Rolland,Франция,белое,сладкое,0.75 л.,Chateau de Rolland,Бордо,семильон&совиньон блан&мюскадель,2019 г.,7 490
