name,country,color,sugar,volume,manufacturer,region,grape,year,price

Albizzia,Италия,белое,полусухое,0.75 л.,Frescobaldi,Тоскана,шардоне 100%,2022 г.,2 290

Albizzia,Италия,белое,сухое,0.75 л.,Frescobaldi,Тоскана,шардоне 100%,2021 г.,2 290

Escherndorfer Lump Riesling S.,Германия,белое,полусухое,0.75 л.,Horst Sauer,Франкония,рислинг 100%,2020 г.,5 490

Аpasionante Rosso,Италия,красное,полусухое,0.75 л.,Cielo,Венето,мерло&корвина веронезе&санджовезе,2019 г.,1 690

Appassionante Rosso,Италия,красное,полусухое,0.75 л.,Cielo,Венето,мерло&корвина веронезе&санджовезе,2020 г.,1 690

Escherndorfer Lump Riesling S.,Германия,белое,полусухое,0.75 л.,Horst Sauer,Франкония,рислинг 100%,2021 г.,5 490

Chablis,Франция,белое,сухое,0.75 л.,Domaine Herve Azo,Бургундия,шардоне 100%,2021 г.,5 290

Coteaux Bourguignons Blanc,Франция,белое,сухое,0.75 л.,Domaines Dominique Piron,Бургундия,шардоне 100%,2020 г.,4 190

Coteaux Bourguignons Blanc,Франция,белое,сухое,0.75 л.,Domaines Dominique Piron,Бургундия,шардоне 100%,2021 г.,4 190

Coteaux Bourguignons Blanc,Франция,белое,сухое,0.75 л.,Domaines Dominique Piron,Бургундия,шардоне 100%,2022 г.,4 190

Fiano di Avellino,Италия,белое,сухое,0.75 л.,Feudi di San Gregorio,Кампания,фиано 100%,2020 г.,3 690

Fiano di Avellino,Италия,белое,сухое,0.75 л.,Feudi di San Gregorio,Кампания,фиано 100%,2021 г.,3 690

Le Grand Noir Les Reserves Blanc,Франция,белое,сухое,0.75 л.,Les Celliers Jean d'Alibert,Лангедок-Руссильон,гренаш блан&руссан&вионье,2020 г.,2 290

Спелая роза,Россия,розовое,сухое,0.75 л.,Шумринка,Кубань,мальбек 100%,2019 г.,1 140

Спелая роза,Россия,розовое,сухое,0.75 л.,Шумринка,Кубань,мальбек 70%&пино нуар 30%,2020 г.,1 140

Brunello di Montalcino Poggio alle Mura,Италия,красное,сухое,0.75 л.,Banfi,Тоскана,санджовезе 100%,2015 г.,17 490

Brunello di Montalcino Poggio alle Mura,Италия,красное,сухое,0.75 л.,Banfi,Тоскана,санджовезе 100%,2016 г.,17 490

Brunello di Montalcino Poggio alle Mura,Италия,красное,сухое,0.75 л.,Banfi,Тоскана,санджовезе 100%,2017 г.,17 490

Fleurie,Франция,красное,сухое,0.75 л.,Domaines Dominique Piron,Бургундия,гаме 100%,2020 г.,4 790

Кюве №1 Резерв,Россия,красное,сухое,1.5 л.,Усадьба Маркотх,Кубань,каберне совиньон 40%&мерло 40%&сира 20%,2019 г.,7 290

Gran Feudo Moscatel,Испания,белое,сухое,0.75 л.,Bodegas Chivite,Наварра,москатель де грано менудо 100%,2019 г.,1 640

Casa Defra Colli Berici Riserva,Италия,красное,сухое,0.75 л.,Casa Defra,Венето,мерло&каберне совиньон,2018 г.,1 790

Gran Feudo Moscatel,Испания,белое,сухое,0.75 л.,Bodegas Chivite,Наварра,москатель де грано менудо 100%,2020 г.,1 640

Casa Defra Colli Berici Riserva,Италия,красное,сухое,0.75 л.,Casa Defra,Венето,мерло&каберне совиньон,2019 г.,1 790

Gran Feudo Moscatel,Испания,белое,сухое,0.75 л.,Bodegas Chivite,Наварра,москатель де грано менудо 100%,2021 г.,1 640

Rheingau Riesling Tradition,Германия,белое,полусладкое,0.75 л.,Robert Weil,Рейнгау,рислинг 100%,2020 г.,5 290

Rheingau Riesling Tradition,Германия,белое,полусладкое,0.75 л.,Robert Weil,Рейнгау,рислинг 100%,2021 г.,5 290

Chateau Potensac,Франция,красное,сухое,0.75 л.,Chateau Potensac,Бордо,мерло 46%&каберне совиньон 42%&каберне фран 12%,2006 г.,8 400

Chateau Potensac,Франция,красное,сухое,0.75 л.,Chateau Potensac,Бордо,мерло 40%&каберне совиньон 39%&каберне фран 18%&пти вердо 3%,2014 г.,5 190

Chateau Potensac,Франция,красное,сухое,0.75 л.,Chateau Potensac,Бордо,мерло 46%&каберне совиньон 42%&каберне фран 12%,2006 г.,8 400

Chateau Potensac,Франция,красное,сухое,0.75 л.,Chateau Potensac,Бордо,мерло 45%&каберне совиньон 36%&каберне фран 18%&пти вердо 1%,2018 г.,7 790

Finca Nueva Crianza,Испания,красное,сухое,0.75 л.,Finca Nueva,Риоха,темпранильо 100%,2016 г.,3 190

Finca Nueva Crianza,Испания,красное,сухое,0.75 л.,Finca Nueva,Риоха,темпранильо 100%,2017 г.,3 190

Secco-Bertani Vintage Edition,Италия,красное,сухое,0.75 л.,Bertani,Венето,корвина веронезе 80%&санджовезе 10%&сира 5%&каберне совиньон 5%,2018 г.,4 790

Finca Nueva Crianza,Испания,красное,сухое,0.75 л.,Finca Nueva,Риоха,темпранильо 100%,2015 г.,3 190

Secco-Bertani Vintage Edition,Италия,красное,сухое,0.75 л.,Bertani,Венето,корвина веронезе 80%&санджовезе 10%&сира 5%&каберне совиньон 5%,2016 г.,4 790

Secco-Bertani Vintage Edition,Италия,красное,сухое,0.75 л.,Bertani,Венето,корвина веронезе 80%&санджовезе 10%&сира 5%&каберне совиньон 5%,2020 г.,4 790

Limousin,Испания,белое,сухое,0.75 л.,Marques de Riscal,Кастилия и Леон,вердехо 100%,2019 г.,3 890

Limousin,Испания,белое,сухое,0.75 л.,Marques de Riscal,Кастилия и Леон,вердехо 100%,2020 г.,3 890

Limousin,Испания,белое,сухое,0.75 л.,Marques de Riscal,Кастилия и Леон,вердехо 100%,2021 г.,3 890

Tre Passo Rosso,Италия,красное,полусухое,0.75 л.,санджовезе,Cielo,негроамаро,2021 г.,1 840

Tre Passo Rosso,Италия,красное,полусухое,0.75 л.,санджовезе,Cielo,негроамаро,2020 г.,1 840

Tre Passo Rosso,Италия,красное,полусухое,0.75 л.,санджовезе,Cielo,негроамаро,2019 г.,1 840

Brunello di Montalcino Castelgiocondo,Италия,красное,сухое,0.375 л.,Frescobaldi,Тоскана,санджовезе 100%,2015 г.,5 790

Brunello di Montalcino Castelgiocondo,Италия,красное,сухое,0.375 л.,Frescobaldi,Тоскана,санджовезе 100%,2016 г.,5 790

Cabernet Sauvignon Oak Cask,Аргентина,красное,полусухое,0.75 л.,Trapiche,Мендоса,каберне совиньон 100%,2019 г.,1 490

Bianco Secco,Италия,белое,сухое,0.75 л.,Giuseppe Quintarelli,Венето,шардоне&совиньон блан&гарганега&треббьяно,2022 г.,10 490

Семисам Белое,Россия,белое,сухое,0.75 л.,Шумринка,Кубань,рислинг&мальвазия&пино блан&алиготе,2019 г.,890

Appassimento Rosso,Италия,красное,полусухое,0.75 л.,Domini Veneti,Венето,корвина веронезе&корвиноне&рондинелла,2023 г.,2 490

Appassimento Rosso,Италия,красное,полусухое,0.75 л.,Domini Veneti,Венето,корвина веронезе&корвиноне&рондинелла,2022 г.,2 490

Appassimento Rosso,Италия,красное,полусухое,0.75 л.,Domini Veneti,Венето,корвина веронезе&корвиноне&рондинелла,2021 г.,2 490

Loco Cimbali The Thin Red Line,Россия,красное,сухое,0.75 л.,Loco Cimbali,Крым,саперави&каберне совиньон&мерло,2020 г.,4 790

Loco Cimbali The Thin Red Line,Россия,красное,сухое,0.75 л.,Loco Cimbali,Крым,каберне совиньон 96%&мерло 2%&саперави 2%,2017 г.,4 790

Lacryma Christi Bianco,Италия,белое,сухое,0.75 л.,Feudi di San Gregorio,Кампания,кода ди вольпе&фалангина,2020 г.,3 140

Lacryma Christi Bianco,Италия,белое,сухое,0.75 л.,Feudi di San Gregorio,Кампания,кода ди вольпе&фалангина,2020 г.,2 490

Lacryma Christi Bianco,Италия,белое,сухое,0.75 л.,Feudi di San Gregorio,Кампания,кода ди вольпе&фалангина,2021 г.,3 140

Chianti,Италия,красное,сухое,0.75 л.,Conti Serristori,Тоскана,санджовезе&канайоло неро&колорино,2020 г.,1 340

Chianti,Италия,красное,сухое,0.75 л.,Conti Serristori,Тоскана,санджовезе&канайоло неро&колорино,2021 г.,1 340

Saperavi Cabernet Sauvignon,Грузия,красное,сухое,0.75 л.,Giuaani,Кахетия,саперави&каберне совиньон,2020 г.,2 640

Khikhvi Qvevri,Грузия,белое,сухое,0.75 л.,Giuaani,Кахетия,хихви 100%,2019 г.,3 490

Le Grand Noir Cabernet Sauvignon,Франция,красное,полусухое,0.75 л.,Les Celliers Jean d'Alibert,Лангедок-Руссильон,каберне совиньон 85%&сира 15%,2020 г.,1 590

Cutizzi Greco di Tufo,Италия,белое,сухое,0.75 л.,Feudi di San Gregorio,Кампания,греко 100%,2020 г.,4 790

Cutizzi Greco di Tufo,Италия,белое,сухое,0.75 л.,Feudi di San Gregorio,Кампания,греко 100%,2021 г.,4 790

Cutizzi Greco di Tufo,Италия,белое,сухое,0.75 л.,Feudi di San Gregorio,Кампания,греко 100%,2022 г.,4 790

Chablis Grand Cru Valmur,Франция,белое,сухое,0.75 л.,Jean-Marc Brocard (Domaine Sainte-Claire),Бургундия,шардоне 100%,2021 г.,17 490

Siglo Crianza,Испания,красное,сухое,0.75 л.,Bodegas Manzanos,Риоха,темпранильо&гарнача&грасиано,2018 г.,1 740

Chateau d'Arvigny,Франция,красное,сухое,0.75 л.,Chateau Beaumont,Бордо,каберне совиньон&мерло,2019 г.,3 490

Point Sauvignon Blanc,Австрия,белое,сухое,0.75 л.,Nigl,Нижняя Австрия,совиньон блан 100%,2021 г.,2 190

Point Sauvignon Blanc,Австрия,белое,сухое,0.75 л.,Nigl,Нижняя Австрия,совиньон блан 100%,2023 г.,2 190

Saint-Joseph Blanc,Франция,белое,сухое,0.75 л.,Guigal,Долина Роны,марсан 95%&руссан 5%,2018 г.,7 490

Saint-Joseph Blanc,Франция,белое,сухое,0.75 л.,Guigal,Долина Роны,марсан 95%&руссан 5%,2019 г.,7 490

Le Grand Noir  Les Reserves,Франция,красное,сухое,0.75 л.,Les Celliers Jean d'Alibert,Лангедок-Руссильон,сира&гренаш,2017 г.,2 290

Sauvignon Blanc Vineyards,Аргентина,белое,сухое,0.75 л.,Trapiche,Мендоса,совиньон блан 100%,2021 г.,1 190

Carolina Reserva Cabernet Sauvignon,Чили,красное,сухое,0.75 л.,Santa Carolina,Центральная Долина,каберне совиньон 100%,2019 г.,1 490

Carolina Reserva Cabernet Sauvignon,Чили,красное,сухое,0.75 л.,Santa Carolina,Центральная Долина,каберне совиньон 100%,2020 г.,1 490

Le Grand Noir Grenache-Syrah-Mourvedre,Франция,красное,полусухое,0.75 л.,Les Celliers Jean d'Alibert,Лангедок-Руссильон,гренаш&сира&мурведр,2020 г.,1 590

Pinot Grigio Blush,Италия,розовое,полусухое,0.75 л.,Cielo,Венето,пино гриджио 100%,2021 г.,1 190

Pinot Grigio Blush,Италия,розовое,полусухое,0.75 л.,Cielo,Венето,пино гриджио 100%,2023 г.,1 190

Le Grand Noir Grenache-Syrah-Mourvedre,Франция,красное,полусухое,0.75 л.,Les Celliers Jean d'Alibert,Лангедок-Руссильон,гренаш&сира&мурведр,2019 г.,1 590

Prio ,Италия,белое,сухое,0.75 л.,Donnafugata,Сицилия,катарратто 100%,2021 г.,4 290

Prio ,Италия,белое,сухое,0.75 л.,Donnafugata,Сицилия,катарратто 100%,2020 г.,4 290

Prio,Италия,белое,сухое,0.75 л.,Donnafugata,Сицилия,катарратто 100%,2019 г.,4 290

Carmenere Estate Series,Чили,красное,сухое,0.75 л.,Errazuriz,Аконкагуа,карменер 100%,2020 г.,1 990

Carmenere Estate Series,Чили,красное,сухое,0.75 л.,Errazuriz,Аконкагуа,карменер 100%,2021 г.,1 990

Soave Linea Classica,Италия,белое,сухое,0.75 л.,Bertani,Венето,гарганега 100%,2021 г.,2 990

Soave Linea Classica,Италия,белое,сухое,0.75 л.,Bertani,Венето,гарганега 100%,2020 г.,2 990

Семисам Резерв Мерло,Россия,красное,сухое,0.75 л.,Шумринка,Кубань,мерло 100%,2018 г.,1 240

Cabernet Sauvignon Vineyards,Аргентина,красное,сухое,0.75 л.,Trapiche,Мендоса,каберне совиньон 100%,2020 г.,1 190

Cabernet Sauvignon Vineyards,Аргентина,красное,сухое,0.75 л.,Trapiche,Мендоса,каберне совиньон 100%,2021 г.,1 190

Mukuzani,Грузия,красное,сухое,0.75 л.,Besini,Кахетия,саперави 100%,2021 г.,1 340

Chardonnay,Россия,белое,сухое,0.75 л.,Усадьба Маркотх,Кубань,шардоне 100%,2021 г.,2 190

Chardonnay,Россия,белое,сухое,0.75 л.,Усадьба Маркотх,Кубань,шардоне 100%,2020 г.,2 190

Soave-Bertani,Италия,белое,сухое,0.75 л.,Bertani,Венето,гарганега 100%,2019 г.,4 790

Collio Pinot Grigio,Италия,белое,сухое,0.75 л.,Russiz Superiore,Фриули-Венеция-Джулия,пино гриджио 100%,2020 г.,5 790

Soave-Bertani,Италия,белое,полусухое,0.75 л.,Bertani,Венето,гарганега 100%,2020 г.,4 790

Collio Pinot Grigio,Италия,белое,сухое,0.75 л.,Russiz Superiore,Фриули-Венеция-Джулия,пино гриджио 100%,2021 г.,5 790

Soave-Bertani,Италия,белое,полусухое,0.75 л.,Bertani,Венето,гарганега 100%,2021 г.,4 790

Collio Pinot Grigio,Италия,белое,сухое,0.75 л.,Russiz Superiore,Фриули-Венеция-Джулия,пино гриджио 100%,2018 г.,5 790

Soave-Bertani,Италия,белое,сухое,0.75 л.,Bertani,Венето,гарганега 100%,2018 г.,4 790

Collio Pinot Grigio,Италия,белое,сухое,0.75 л.,Russiz Superiore,Фриули-Венеция-Джулия,пино гриджио 100%,2019 г.,5 790

Morgon Cote du Py,Франция,красное,сухое,0.75 л.,Domaines Dominique Piron,Бургундия,гаме 100%,2019 г.,5 790

Morgon Cote du Py,Франция,красное,сухое,0.75 л.,Domaines Dominique Piron,Бургундия,гаме 100%,2020 г.,5 790

Chardonnay Heritage An 1130 blanc,Франция,белое,сухое,0.75 л.,Gerard Bertrand,Лангедок-Руссильон,шардоне 100%,2020 г.,2 390

By.Ott,Франция,розовое,сухое,0.75 л.,Domaines Ott*,Прованс,гренаш 70%&сенсо 20%&сира 10%,2021 г.,5 490

Las Fincas Rosado,Испания,розовое,сухое,0.75 л.,Bodegas Chivite,Наварра,гарнача&темпранильо,2019 г.,3 490

Las Fincas Rosado,Испания,розовое,сухое,0.75 л.,Bodegas Chivite,Наварра,гарнача&темпранильо,2020 г.,3 490

Las Fincas Rosado,Испания,розовое,сухое,0.75 л.,Bodegas Chivite,Наварра,гарнача&темпранильо,2021 г.,3 490

Viognier Iles Blanches,Франция,белое,сухое,0.75 л.,Cellier des Chartreux,Долина Роны,вионье 100%,2021 г.,2 390

Albarino Abellio,Испания,белое,сухое,0.75 л.,Bodegas Milenium,Галисия,альбариньо,2021 г.,2 590

Viognier Iles Blanches,Франция,белое,сухое,0.75 л.,Cellier des Chartreux,Долина Роны,вионье 100%,2022 г.,2 390

Viognier Iles Blanches,Франция,белое,сухое,0.75 л.,Cellier des Chartreux,Долина Роны,вионье 100%,2020 г.,2 390

Sobaja Sauvignon,Италия,белое,сухое,0.75 л.,Pradio,Фриули-Венеция-Джулия,совиньон блан 100%,2020 г.,2 290

Sobaja Sauvignon,Италия,белое,сухое,0.75 л.,Pradio,Фриули-Венеция-Джулия,совиньон блан 100%,2021 г.,2 290

Rigo Rigo Chenin Blanc,Южная Африка,белое,сухое,0.75 л.,Home of Origin Wine,Вестерн Кейп,шенен блан,2022 г.,890

Sobaja Sauvignon,Италия,белое,сухое,0.75 л.,Pradio,Фриули-Венеция-Джулия,совиньон блан 100%,2023 г.,2 290

Rigo Rigo Chenin Blanc,Южная Африка,белое,сухое,0.75 л.,Home of Origin Wine,Вестерн Кейп,шенен блан,2021 г.,890

Chablis Premier Cru Montmains,Франция,белое,сухое,0.75 л.,Joseph Drouhin,Бургундия,шардоне 100%,2022 г.,12 490

Casamatta Bianco,Италия,белое,сухое,0.75 л.,Bibi Graetz,Тоскана,верментино 60%&треббьяно 30%&ансоника 10%,2021 г.,4 490

Gran Feudo Reserva,Испания,красное,сухое,0.75 л.,Bodegas Chivite,Наварра,темпранильо&каберне совиньон&мерло,2017 г.,2 290

Gran Feudo Reserva,Испания,красное,сухое,0.75 л.,Bodegas Chivite,Наварра,темпранильо&каберне совиньон&мерло,2016 г.,2 290

Falanghina,Италия,белое,сухое,0.75 л.,Feudi di San Gregorio,Кампания,фалангина 100%,2018 г.,3 490

Falanghina,Италия,белое,сухое,0.75 л.,Feudi di San Gregorio,Кампания,фалангина 100%,2019 г.,3 490

Falanghina,Италия,белое,сухое,0.75 л.,Feudi di San Gregorio,Кампания,фалангина 100%,2020 г.,3 490

Falanghina,Италия,белое,сухое,0.75 л.,Feudi di San Gregorio,Кампания,фалангина 100%,2021 г.,3 490

Falanghina,Италия,белое,сухое,0.75 л.,Feudi di San Gregorio,Кампания,фалангина 100%,2021 г.,3 490

Магнатум Шардоне,Россия,белое,сухое,0.75 л.,Лефкадия,Кубань,шардоне 100%,2021 г.,1 990

Cuvee Blanc,Россия,белое,сухое,0.75 л.,Усадьба Маркотх,Кубань,совиньон блан&вионье&шардоне&алиготе,2020 г.,2 190

Cuvee Blanc,Россия,белое,сухое,0.75 л.,Усадьба Маркотх,Кубань,совиньон блан&вионье&шардоне&алиготе,2019 г.,2 190

Cuvee Blanc,Россия,белое,сухое,0.75 л.,Усадьба Маркотх,Кубань,совиньон блан&вионье&шардоне&алиготе,2021 г.,2 190

Riesling Kalkmergel,Германия,белое,полусухое,0.75 л.,Knipser,Пфальц,рислинг 100%,2018 г.,5 290

Riesling Kalkmergel,Германия,белое,сухое,0.75 л.,Knipser,Пфальц,рислинг 100%,2019 г.,5 290

Riesling Kalkmergel,Германия,белое,сухое,0.75 л.,Knipser,Пфальц,рислинг 100%,2020 г.,5 290

Volnay,Франция,красное,сухое,0.75 л.,Joseph Drouhin,Бургундия,пино нуар 100%,2020 г.,13 490

Dolcetto d'Alba Tre Vigne,Италия,красное,сухое,0.75 л.,Vietti,Пьемонт,дольчетто 100%,2021 г.,4 690

Dolcetto d'Alba Tre Vigne,Италия,красное,сухое,0.75 л.,Vietti,Пьемонт,дольчетто 100%,2020 г.,4 690

Ros'Aura,Италия,розовое,сухое,0.75 л.,Feudi di San Gregorio,Кампания,альянико 100%,2020 г.,2 790

Ros'Aura,Италия,розовое,сухое,0.75 л.,Feudi di San Gregorio,Кампания,альянико 100%,2021 г.,2 790

Cellar Selection Sauvignon Blanc,Чили,белое,сухое,0.75 л.,Santa Carolina,Центральная Долина,совиньон блан 100%,2022 г.,990

Besini Premium Red,Грузия,красное,сухое,0.75 л.,Besini,Кахетия,саперави&мерло&каберне совиньон,2016 г.,2 990

Besini Premium Red,Грузия,красное,сухое,0.75 л.,Besini,Кахетия,саперави&мерло&каберне совиньон,2018 г.,2 990

Белое,Россия,белое,сухое,0.75 л.,Усадьба Маркотх,Кубань,вионье&совиньон блан,2019 г.,1 490

Ornellaia,Италия,красное,сухое,0.75 л.,Ornellaia,Тоскана,каберне совиньон 56%&мерло 25%&каберне фран 10%&пти вердо 9%,2017 г.,99 990

Ornellaia,Италия,красное,сухое,0.75 л.,Ornellaia,Тоскана,каберне совиньон 55%&мерло 27%&каберне фран 14%&пти вердо 4%,2007 г.,139 990

Белое,Россия,белое,сухое,0.75 л.,Усадьба Маркотх,Кубань,вионье&совиньон блан,2018 г.,1 490

Ornellaia,Италия,красное,сухое,0.75 л.,Ornellaia,Тоскана,каберне совиньон 53%&мерло 39%&каберне фран 4%&пти вердо 4%,2010 г.,139 990

Syrah Les Vignes d'a Cote,Франция,красное,сухое,0.75 л.,Yves Cuilleron,Долина Роны,сира 100%,2020 г.,3 990

Syrah Les Vignes d'a Cote,Франция,красное,сухое,0.75 л.,Yves Cuilleron,Долина Роны,сира 100%,2021 г.,3 990

Syrah Les Vignes d'a Cote,Франция,красное,сухое,0.75 л.,Yves Cuilleron,Долина Роны,сира 100%,2019 г.,3 990

Pinot Grigio,Италия,белое,полусухое,0.75 л.,Casa Defra,Венето,пино гриджио 100%,2022 г.,1 240

Pinot Grigio,Италия,белое,полусухое,0.75 л.,Domini Veneti,Венето,пино гриджио 100%,2020 г.,1 990

Le Bordeaux de Citran Rouge,Франция,красное,сухое,0.75 л.,Chateau Citran,Бордо,мерло&каберне совиньон,2019 г.,2 140

Pinot Grigio,Италия,белое,полусухое,0.75 л.,Domini Veneti,Венето,пино гриджио 100%,2022 г.,1 990

Pinot Grigio,Италия,белое,полусухое,0.75 л.,Domini Veneti,Венето,пино гриджио 100%,2021 г.,1 990

Saperavi,Грузия,красное,сухое,0.75 л.,Besini,Кахетия,саперави 100%,2021 г.,990

Finca Montico Organic,Испания,белое,сухое,0.75 л.,Marques de Riscal,Кастилия и Леон,вердехо 100%,2020 г.,3 990

Finca Montico Organic,Испания,белое,сухое,0.75 л.,Marques de Riscal,Кастилия и Леон,вердехо 100%,2021 г.,3 990

Finca Montico Organic,Испания,белое,сухое,0.75 л.,Marques de Riscal,Кастилия и Леон,вердехо 100%,2019 г.,3 990

Viamare Trebbiano Pinot Grigio,Италия,белое,полусухое,0.75 л.,Cielo,Апулия,треббьяно&пино гриджио,2021 г.,1 090

UNA Pinot Noir,Австрия,красное,полусухое,0.75 л.,Golser Wein,Бургенланд,пино нуар 100%,2022 г.,2 240

UNA Pinot Noir,Австрия,красное,полусухое,0.75 л.,Golser Wein,Бургенланд,пино нуар 100%,2020 г.,2 240

Sauvignon Blanc Estate Series,Чили,белое,сухое,0.75 л.,Errazuriz,Аконкагуа,совиньон блан 100%,2020 г.,1 990

Sauvignon Blanc Estate Series,Чили,белое,сухое,0.75 л.,Errazuriz,Аконкагуа,совиньон блан 100%,2022 г.,1 990

Sauvignon Blanc Estate Series,Чили,белое,сухое,0.75 л.,Errazuriz,Аконкагуа,совиньон блан 100%,2021 г.,1 990

Pinotage,Южная Африка,красное,сухое,0.75 л.,Fairview,Паарль,пинотаж 100%,2020 г.,3 490

Gruner Veltliner Kremser Wachtberg Reserve,Австрия,белое,сухое,0.75 л.,Winzer Krems,Нижняя Австрия,грюнер вельтлинер 100%,2020 г.,4 990

Gruner Veltliner Kremser Wachtberg Reserve,Австрия,белое,сухое,0.75 л.,Winzer Krems,Нижняя Австрия,грюнер вельтлинер 100%,2019 г.,4 990

Estelar Carmenere,Чили,красное,сухое,0.75 л.,Santa Carolina,Центральная Долина,карменер 100%,2020 г.,1 190

Gran Reserva Carmenere,Чили,красное,сухое,0.75 л.,Santa Carolina,Центральная Долина,карменер 100%,2019 г.,1 990

Gran Reserva Carmenere,Чили,красное,сухое,0.75 л.,Santa Carolina,Центральная Долина,карменер 100%,2020 г.,1 990

Amarone della Valpolicella Classico,Италия,красное,полусухое,0.75 л.,Zenato,Венето,корвина веронезе&рондинелла&озелета,2017 г.,12 490

Tracer Riesling,Германия,белое,полусухое,0.75 л.,Weinkellerei Hechtsheim,Пфальц,рислинг 100%,2021 г.,1 440

Cape Original Pinotage,Южная Африка,красное,сухое,0.75 л.,Home of Origin Wine,Вестерн Кейп,пинотаж,2021 г.,1 140

Loco Cimbali Pinot blanc,Россия,белое,сухое,0.75 л.,Loco Cimbali,Крым,пино блан 100%,2021 г.,1 640

Ben Rye,Италия,белое,сладкое,0.75 л.,Donnafugata,Сицилия,зибиббо 100%,2019 г.,16 490

Ben Rye,Италия,белое,сладкое,0.75 л.,Donnafugata,Сицилия,зибиббо 100%,2020 г.,16 490

Pinot Noir Ried Fabian,Австрия,красное,сухое,0.75 л.,Hans Igler,Бургенланд,пино нуар 100%,2016 г.,5 990

Pinot Noir Ried Fabian,Австрия,красное,сухое,0.75 л.,Hans Igler,Бургенланд,пино нуар 100%,2011 г.,5 990

Pinot Noir Ried Fabian,Австрия,красное,сухое,0.75 л.,Hans Igler,Бургенланд,пино нуар 100%,2017 г.,5 990

Pinot Noir Ried Fabian,Австрия,красное,сухое,0.75 л.,Hans Igler,Бургенланд,пино нуар 100%,2018 г.,5 990

Podere Montepulciano d'Abruzzo,Италия,красное,сухое,1.5 л.,Umani Ronchi,Абруццо,монтепульчано 100%,2021 г.,3 790

Negroamaro Rosso Feudo Monaci,Италия,красное,сухое,0.75 л.,Castello Monaci,Апулия,негроамаро,2020 г.,1 690

Negroamaro Rosso Feudo Monaci,Италия,красное,сухое,0.75 л.,Castello Monaci,Апулия,негроамаро,2021 г.,1 690

Pommard,Франция,красное,сухое,0.75 л.,Joseph Drouhin,Бургундия,пино нуар 100%,2019 г.,19 990

Amarone della Valpolicella Classico Riserva Sergio Zenato,Италия,красное,сухое,0.75 л.,Zenato,Венето,корвина веронезе&рондинелла&озелета,2016 г.,21 490

Amarone della Valpolicella Classico Riserva Sergio Zenato,Италия,красное,сухое,0.75 л.,Zenato,Венето,корвина веронезе&рондинелла&озелета,2017 г.,21 490

Anima Arancio Orange Soul,Италия,белое,сухое,0.75 л.,Giacomo Fenocchio,Пьемонт,арнеис 100%,2020 г.,8 990

Chappelle de Potensac,Франция,красное,сухое,0.75 л.,Chateau Potensac,Бордо,мерло 70%&каберне совиньон 27%&каберне фран 3%,2014 г.,3 290

Chappelle de Potensac,Франция,красное,сухое,0.75 л.,Chateau Potensac,Бордо,мерло 70%&каберне совиньон 25%&каберне фран 5%,2018 г.,4 290

Chappelle de Potensac,Франция,красное,сухое,0.75 л.,Chateau Potensac,Бордо,мерло 75%&каберне совиньон 17%&каберне фран 8%,2016 г.,4 490

Chappelle de Potensac,Франция,красное,сухое,0.75 л.,Chateau Potensac,Бордо,мерло 71%&каберне совиньон 23%&каберне фран 4%&пти вердо 2%,2015 г.,4 190

Albarino Gran Vinum,Испания,белое,сухое,0.75 л.,Adegas Gran Vinum,Галисия,альбариньо 100%,2021 г.,5 290

Albarino Gran Vinum,Испания,белое,сухое,0.75 л.,Adegas Gran Vinum,Галисия,альбариньо 100%,2020 г.,5 290

Fontanelle,Италия,белое,сухое,0.75 л.,Banfi,Тоскана,шардоне 100%,2017 г.,6 690

Fontanelle,Италия,белое,сухое,0.75 л.,Banfi,Тоскана,шардоне 100%,2020 г.,6 690

Fontanelle,Италия,белое,сухое,0.75 л.,Banfi,Тоскана,шардоне 100%,2021 г.,6 690

Fontanelle,Италия,белое,сухое,0.75 л.,Banfi,Тоскана,шардоне 100%,2018 г.,6 690

Chateau Haut-Maillet,Франция,красное,сухое,0.75 л.,Chateau Haut-Maillet,Бордо,мерло&каберне фран,2014 г.,9 990

Chateau Haut-Maillet,Франция,красное,сухое,0.75 л.,Chateau Haut-Maillet,Бордо,мерло&каберне фран,2013 г.,9 990

La Capra Pinotage,Южная Африка,красное,сухое,0.75 л.,Fairview,Вестерн Кейп,пинотаж 100%,2018 г.,1 990

La Capra Pinotage,Южная Африка,красное,сухое,0.75 л.,Fairview,Вестерн Кейп,пинотаж 100%,2019 г.,1 990

Poggio alle Gazze dell'Ornellaia,Италия,белое,сухое,0.75 л.,Ornellaia,Тоскана,совиньон блан 72%&верментино 16%&вионье 6%&вердиккио 6%,2021 г.,12 990

Langhe Nebbiolo,Италия,красное,сухое,0.75 л.,Giacomo Fenocchio,Пьемонт,неббиоло 100%,2020 г.,4 990

Langhe Nebbiolo,Италия,красное,сухое,0.75 л.,Giacomo Fenocchio,Пьемонт,неббиоло 100%,2021 г.,4 990

